order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD_001396,1,credit_card,1,342.62
ORD_001397,1,credit_card,3,436.36
ORD_001398,1,credit_card,12,62.97
ORD_001399,1,debit_card,12,1401.15
ORD_001400,1,boleto,5,646.09
ORD_001401,1,credit_card,1,1123.92
ORD_001402,1,credit_card,5,976.42
ORD_001403,1,credit_card,2,1246.31
ORD_001404,1,credit_card,1,469.48
ORD_001405,1,voucher,4,576.18
ORD_001406,1,credit_card,1,868.79
ORD_001407,1,credit_card,2,580.51
ORD_001408,1,voucher,1,1449.03
ORD_001409,1,voucher,4,930.97
ORD_001410,1,credit_card,5,367.3
ORD_001411,1,boleto,6,711.84
ORD_001412,1,credit_card,1,304.14
ORD_001413,1,boleto,1,378.26
ORD_001414,1,credit_card,3,551.96
ORD_001415,1,boleto,12,1373.47
ORD_001416,1,credit_card,1,665.03
ORD_001417,1,voucher,1,1426.76
ORD_001418,1,boleto,10,851.01
ORD_001419,1,voucher,6,396.42
ORD_001420,1,credit_card,2,671.86
ORD_001421,1,debit_card,6,585.57
ORD_001422,1,debit_card,1,353.29
ORD_001423,1,boleto,5,854.8
ORD_001424,1,credit_card,3,1222.98
ORD_001425,1,voucher,5,1059.59
ORD_001426,1,debit_card,3,247.52
ORD_001427,1,boleto,1,254.94
ORD_001428,1,debit_card,1,1312.95
ORD_001429,1,boleto,3,791.28
ORD_001430,1,credit_card,6,76.5
ORD_001431,1,credit_card,1,229.73
ORD_001432,1,credit_card,3,447.1
ORD_001433,1,debit_card,1,1048.54
ORD_001434,1,boleto,10,374.23
ORD_001435,1,credit_card,6,1205.54
ORD_001436,1,debit_card,1,441.08
ORD_001437,1,boleto,2,1131.98
ORD_001438,1,credit_card,10,294.13
ORD_001439,1,credit_card,1,704.78
ORD_001440,1,debit_card,10,280.48
ORD_001441,1,boleto,4,1711.74
ORD_001442,1,credit_card,12,550.18
ORD_001443,1,voucher,5,389.22
ORD_001444,1,debit_card,1,1607.97
ORD_001445,1,debit_card,2,291.92
ORD_001446,1,credit_card,2,1335.28
ORD_001447,1,voucher,3,1037.3
ORD_001448,1,boleto,1,372.61
ORD_001449,1,boleto,2,655.27
ORD_001450,1,debit_card,10,946.85
ORD_001451,1,credit_card,1,714.67
ORD_001452,1,credit_card,1,1451.42
ORD_001453,1,credit_card,5,386.08
ORD_001454,1,credit_card,1,148.38
ORD_001455,1,debit_card,3,710.44
ORD_001456,1,credit_card,2,143.85
ORD_001457,1,boleto,4,961.26
ORD_001458,1,voucher,3,1128.5
ORD_001459,1,boleto,5,452.78
ORD_001460,1,credit_card,1,1632.61
ORD_001461,1,boleto,12,1141.53
ORD_001462,1,voucher,1,390.75
ORD_001463,1,credit_card,6,948.03
ORD_001464,1,credit_card,3,1033.17
ORD_001465,1,voucher,1,886.98
ORD_001466,1,credit_card,2,389.7
ORD_001467,1,voucher,5,1073.44
ORD_001468,1,credit_card,2,1033.47
ORD_001469,1,credit_card,3,47.92
ORD_001470,1,credit_card,1,1649.59
ORD_001471,1,credit_card,2,1334.58
ORD_001472,1,credit_card,10,824.38
ORD_001473,1,voucher,12,465.46
ORD_001474,1,debit_card,10,937.02
ORD_001475,1,credit_card,1,584.26
ORD_001476,1,voucher,1,1202.92
ORD_001477,1,debit_card,4,850.47
ORD_001478,1,credit_card,6,107.95
ORD_001479,1,debit_card,1,772.53
ORD_001480,1,credit_card,5,783.18
ORD_001481,1,boleto,10,1211.17
ORD_001482,1,credit_card,4,191.87
ORD_001483,1,credit_card,10,405.08
ORD_001484,1,boleto,1,616.17
ORD_001485,1,credit_card,2,1060.5
ORD_001486,1,credit_card,6,1129.95
ORD_001487,1,voucher,2,227.4
ORD_001488,1,voucher,10,433.16
ORD_001489,1,credit_card,1,442.64
ORD_001490,1,credit_card,5,328.62
ORD_001491,1,credit_card,5,114.48
ORD_001492,1,credit_card,3,415.84
ORD_001493,1,debit_card,5,256.35
ORD_001494,1,boleto,4,465.64
ORD_001495,1,boleto,2,992.28
ORD_001496,1,credit_card,12,496.57
ORD_001497,1,credit_card,1,700.26
ORD_001498,1,debit_card,4,535.38
ORD_001499,1,boleto,1,620.77
ORD_001500,1,credit_card,3,490.4
ORD_001501,1,boleto,12,340.41
ORD_001502,1,voucher,2,338.92
ORD_001503,1,voucher,1,1124.87
ORD_001504,1,credit_card,1,961.44
ORD_001505,1,credit_card,1,204.94
ORD_001506,1,voucher,5,1187.95
ORD_001507,1,boleto,6,355.52
ORD_001508,1,debit_card,6,54.29
ORD_001509,1,voucher,12,1166.35
ORD_001510,1,credit_card,1,53.62
ORD_001511,1,voucher,1,305.31
ORD_001512,1,credit_card,1,382.49
ORD_001513,1,voucher,1,549.82
ORD_001514,1,debit_card,5,658.6
ORD_001515,1,credit_card,1,856.69
ORD_001516,1,credit_card,3,1213.01
ORD_001517,1,voucher,1,1207.34
ORD_001518,1,credit_card,2,94.11
ORD_001519,1,debit_card,4,1192.4
ORD_001520,1,debit_card,3,443.4
ORD_001521,1,voucher,5,522.51
ORD_001522,1,boleto,2,228.72
ORD_001523,1,voucher,1,1129.88
ORD_001524,1,credit_card,12,1032.81
ORD_001525,1,voucher,2,1534.55
ORD_001526,1,voucher,5,550.87
ORD_001527,1,voucher,10,343.72
ORD_001528,1,debit_card,1,691.75
ORD_001529,1,credit_card,3,512.12
ORD_001530,1,credit_card,2,709.39
ORD_001531,1,credit_card,3,802.13
ORD_001532,1,credit_card,4,775.71
ORD_001533,1,credit_card,5,278.88
ORD_001534,1,credit_card,3,1600.61
ORD_001535,1,voucher,3,1102.2
ORD_001536,1,credit_card,1,254.22
ORD_001537,1,debit_card,10,1017.03
ORD_001538,1,credit_card,3,29.7
ORD_001539,1,credit_card,5,134.89
ORD_001540,1,credit_card,1,1220.51
ORD_001541,1,credit_card,6,1287.07
ORD_001542,1,debit_card,1,44.87
ORD_001543,1,credit_card,5,582.6
ORD_001544,1,credit_card,1,872.23
ORD_001545,1,credit_card,12,1226.09
ORD_001546,1,credit_card,1,1137.06
ORD_001547,1,voucher,5,982.63
ORD_001548,1,credit_card,1,942.94
ORD_001549,1,debit_card,10,1051.14
ORD_001550,1,credit_card,5,1612.96
ORD_001551,1,voucher,1,1507.03
ORD_001552,1,voucher,1,190.58
ORD_001553,1,credit_card,1,1240.23
ORD_001554,1,voucher,2,791.07
ORD_001555,1,credit_card,10,644.13
ORD_001556,1,voucher,1,1056.57
ORD_001557,1,credit_card,4,1090.57
ORD_001558,1,credit_card,3,1048.72
ORD_001559,1,boleto,4,937.49
ORD_001560,1,voucher,3,414.17
ORD_001561,1,debit_card,4,538.2
ORD_001562,1,credit_card,1,604.51
ORD_001563,1,voucher,10,906.98
ORD_001564,1,voucher,6,718.49
ORD_001565,1,voucher,4,600.33
ORD_001566,1,credit_card,10,420.02
ORD_001567,1,credit_card,6,507.4
ORD_001568,1,debit_card,1,264.12
ORD_001569,1,debit_card,1,992.12
ORD_001570,1,voucher,3,759.93
ORD_001571,1,debit_card,5,412.73
ORD_001572,1,debit_card,3,576.94
ORD_001573,1,credit_card,1,191.32
ORD_001574,1,debit_card,1,260.47
ORD_001575,1,credit_card,4,1270.16
ORD_001576,1,voucher,1,1371.01
ORD_001577,1,voucher,4,1186.53
ORD_001578,1,debit_card,4,662.04
ORD_001579,1,boleto,10,462.13
ORD_001580,1,credit_card,6,1548.88
ORD_001581,1,debit_card,1,702.51
ORD_001582,1,debit_card,1,1454.91
ORD_001583,1,voucher,2,1079.12
ORD_001584,1,voucher,5,920.72
ORD_001585,1,credit_card,1,224.74
ORD_001586,1,credit_card,1,1237.71
ORD_001587,1,voucher,5,31.6
ORD_001588,1,debit_card,6,1014.01
ORD_001589,1,debit_card,2,168.0
ORD_001590,1,credit_card,1,1649.5
ORD_001591,1,debit_card,3,1137.78
ORD_001592,1,debit_card,1,775.03
ORD_001593,1,boleto,3,1566.13
ORD_001594,1,debit_card,3,1316.11
ORD_001595,1,credit_card,2,780.25
ORD_001596,1,debit_card,3,1944.01
ORD_001597,1,credit_card,3,18.99
ORD_001598,1,credit_card,1,1519.93
ORD_001599,1,credit_card,2,163.77
ORD_001600,1,credit_card,1,696.01
ORD_001601,1,debit_card,4,442.95
ORD_001602,1,voucher,3,446.67
ORD_001603,1,credit_card,5,444.37
ORD_001604,1,credit_card,3,611.75
ORD_001605,1,debit_card,4,528.82
ORD_001606,1,boleto,1,458.84
ORD_001607,1,credit_card,1,826.26
ORD_001608,1,boleto,3,1081.78
ORD_001609,1,credit_card,10,701.86
ORD_001610,1,credit_card,12,200.79
ORD_001611,1,voucher,10,816.6
ORD_001612,1,debit_card,1,415.16
ORD_001613,1,credit_card,3,279.79
ORD_001614,1,boleto,2,1318.82
ORD_001615,1,debit_card,3,378.71
ORD_001616,1,credit_card,5,872.92
ORD_001617,1,credit_card,6,1247.74
ORD_001618,1,debit_card,4,379.65
ORD_001619,1,credit_card,5,187.35
ORD_001620,1,boleto,10,1439.37
ORD_001621,1,debit_card,2,428.22
ORD_001622,1,voucher,2,1424.04
ORD_001623,1,credit_card,3,979.51
ORD_001624,1,credit_card,1,375.46
ORD_001625,1,debit_card,6,497.95
ORD_001626,1,credit_card,6,897.75
ORD_001627,1,credit_card,12,711.06
ORD_001628,1,boleto,1,1019.17
ORD_001629,1,credit_card,3,1399.75
ORD_001630,1,credit_card,4,1124.53
ORD_001631,1,credit_card,10,808.84
ORD_001632,1,credit_card,1,61.06
ORD_001633,1,credit_card,4,770.13
ORD_001634,1,credit_card,3,1294.64
ORD_001635,1,boleto,1,1559.55
ORD_001636,1,debit_card,2,202.19
ORD_001637,1,credit_card,2,883.87
ORD_001638,1,credit_card,12,745.48
ORD_001639,1,boleto,2,1103.44
ORD_001640,1,debit_card,2,10.46
ORD_001641,1,debit_card,4,142.17
ORD_001642,1,voucher,1,1087.43
ORD_001643,1,voucher,4,484.87
ORD_001644,1,credit_card,2,1135.76
ORD_001645,1,credit_card,1,477.07
ORD_001646,1,credit_card,2,504.41
ORD_001647,1,credit_card,1,73.44
ORD_001648,1,credit_card,10,590.65
ORD_001649,1,voucher,4,1177.29
ORD_001650,1,debit_card,2,149.25
ORD_001651,1,boleto,2,240.09
ORD_001652,1,debit_card,10,374.26
ORD_001653,1,credit_card,2,940.23
ORD_001654,1,debit_card,1,44.85
ORD_001655,1,credit_card,5,1193.96
ORD_001656,1,voucher,1,48.58
ORD_001657,1,credit_card,2,1066.61
ORD_001658,1,voucher,2,171.56
ORD_001659,1,debit_card,1,552.94
ORD_001660,1,credit_card,6,357.89
ORD_001661,1,voucher,3,1259.88
ORD_001662,1,boleto,5,809.8
ORD_001663,1,credit_card,5,905.93
ORD_001664,1,boleto,3,533.15
ORD_001665,1,boleto,1,945.64
ORD_001666,1,boleto,5,254.37
ORD_001667,1,credit_card,2,1746.03
ORD_001668,1,credit_card,2,813.79
ORD_001669,1,debit_card,5,544.67
ORD_001670,1,credit_card,4,859.56
ORD_001671,1,debit_card,4,194.05
ORD_001672,1,boleto,3,1229.75
ORD_001673,1,credit_card,10,1032.66
ORD_001674,1,credit_card,4,1102.56
ORD_001675,1,credit_card,1,143.33
ORD_001676,1,voucher,12,330.48
ORD_001677,1,credit_card,6,1061.83
ORD_001678,1,credit_card,3,684.01
ORD_001679,1,credit_card,2,1159.62
ORD_001680,1,credit_card,1,903.08
ORD_001681,1,debit_card,10,204.68
ORD_001682,1,boleto,5,1023.38
ORD_001683,1,credit_card,1,1226.39
ORD_001684,1,credit_card,2,1054.92
ORD_001685,1,voucher,1,1530.35
ORD_001686,1,credit_card,6,594.72
ORD_001687,1,credit_card,1,88.1
ORD_001688,1,credit_card,6,885.58
ORD_001689,1,boleto,5,301.76
ORD_001690,1,voucher,5,168.98
ORD_001691,1,credit_card,3,301.13
ORD_001692,1,boleto,4,665.22
ORD_001693,1,credit_card,4,1453.81
ORD_001694,1,debit_card,3,1294.52
ORD_001695,1,voucher,2,1100.72
ORD_001696,1,credit_card,1,106.68
ORD_001697,1,credit_card,2,1325.0
ORD_001698,1,credit_card,6,609.99
ORD_001699,1,voucher,1,1304.05
ORD_001700,1,credit_card,3,1192.97
ORD_001701,1,credit_card,12,181.22
ORD_001702,1,credit_card,2,1395.57
ORD_001703,1,credit_card,1,698.52
ORD_001704,1,voucher,1,1096.57
ORD_001705,1,debit_card,12,321.6
ORD_001706,1,voucher,6,385.82
ORD_001707,1,boleto,10,776.74
ORD_001708,1,voucher,3,1250.72
ORD_001709,1,boleto,3,784.51
ORD_001710,1,credit_card,1,1411.49
ORD_001711,1,credit_card,2,1698.48
ORD_001712,1,voucher,1,979.98
ORD_001713,1,credit_card,4,620.0
ORD_001714,1,boleto,3,1568.11
ORD_001715,1,credit_card,6,1222.2
ORD_001716,1,boleto,3,261.11
ORD_001717,1,credit_card,1,753.03
ORD_001718,1,debit_card,1,429.35
ORD_001719,1,credit_card,3,61.35
ORD_001720,1,voucher,3,992.25
ORD_001721,1,credit_card,2,1108.2
ORD_001722,1,credit_card,1,1376.74
ORD_001723,1,voucher,6,1052.61
ORD_001724,1,boleto,6,930.49
ORD_001725,1,credit_card,1,768.88
ORD_001726,1,voucher,12,416.95
ORD_001727,1,credit_card,10,636.5
ORD_001728,1,debit_card,5,674.7
ORD_001729,1,credit_card,1,1054.2
ORD_001730,1,debit_card,5,839.78
ORD_001731,1,boleto,5,466.35
ORD_001732,1,credit_card,2,427.31
ORD_001733,1,debit_card,1,460.38
ORD_001734,1,credit_card,1,764.5
ORD_001735,1,voucher,2,657.57
ORD_001736,1,voucher,1,642.1
ORD_001737,1,boleto,6,241.54
ORD_001738,1,credit_card,4,446.68
ORD_001739,1,credit_card,2,906.99
ORD_001740,1,credit_card,3,717.55
ORD_001741,1,credit_card,6,92.03
ORD_001742,1,credit_card,2,728.8
ORD_001743,1,voucher,2,647.15
ORD_001744,1,boleto,12,90.18
ORD_001745,1,credit_card,1,744.6
ORD_001746,1,voucher,10,1224.58
ORD_001747,1,credit_card,3,1193.3
ORD_001748,1,voucher,1,766.65
ORD_001749,1,debit_card,4,1224.15
ORD_001750,1,boleto,3,736.35
ORD_001751,1,credit_card,1,1238.24
ORD_001752,1,boleto,1,433.22
ORD_001753,1,voucher,3,298.25
ORD_001754,1,credit_card,1,384.75
ORD_001755,1,credit_card,2,345.76
ORD_001756,1,credit_card,10,264.0
ORD_001757,1,boleto,6,547.74
ORD_001758,1,voucher,1,622.36
ORD_001759,1,boleto,3,136.64
ORD_001760,1,credit_card,4,770.67
ORD_001761,1,credit_card,1,236.02
ORD_001762,1,voucher,1,506.01
ORD_001763,1,debit_card,2,599.66
ORD_001764,1,boleto,3,266.11
ORD_001765,1,boleto,1,441.58
ORD_001766,1,credit_card,1,1069.86
ORD_001767,1,debit_card,1,496.54
ORD_001768,1,credit_card,5,593.32
ORD_001769,1,credit_card,2,686.91
ORD_001770,1,boleto,10,422.47
ORD_001771,1,credit_card,3,253.41
ORD_001772,1,voucher,10,738.08
ORD_001773,1,credit_card,12,237.89
ORD_001774,1,credit_card,1,483.12
ORD_001775,1,credit_card,1,495.38
ORD_001776,1,voucher,6,1132.5
ORD_001777,1,boleto,3,61.54
ORD_001778,1,debit_card,3,637.93
ORD_001779,1,boleto,3,790.87
ORD_001780,1,credit_card,2,794.24
ORD_001781,1,debit_card,1,559.06
ORD_001782,1,boleto,2,680.51
ORD_001783,1,boleto,10,1519.08
ORD_001784,1,debit_card,4,127.77
ORD_001785,1,debit_card,1,1337.9
ORD_001786,1,credit_card,3,1050.04
ORD_001787,1,debit_card,3,390.58
ORD_001788,1,credit_card,4,1188.15
ORD_001789,1,voucher,2,1207.1
ORD_001790,1,voucher,1,957.46
ORD_001791,1,boleto,6,20.21
ORD_001792,1,debit_card,3,680.74
ORD_001793,1,debit_card,1,385.51
ORD_001794,1,voucher,3,812.3
ORD_001795,1,debit_card,10,666.02
ORD_001796,1,credit_card,4,1442.38
ORD_001797,1,voucher,3,870.1
ORD_001798,1,credit_card,3,1299.36
ORD_001799,1,voucher,10,355.38
ORD_001800,1,credit_card,1,854.07
ORD_001801,1,credit_card,6,779.69
ORD_001802,1,credit_card,10,515.65
ORD_001803,1,credit_card,2,157.08
ORD_001804,1,debit_card,1,131.15
ORD_001805,1,credit_card,5,437.32
ORD_001806,1,voucher,4,400.94
ORD_001807,1,voucher,1,1535.06
ORD_001808,1,boleto,2,560.8
ORD_001809,1,credit_card,3,1191.85
ORD_001810,1,boleto,10,672.08
ORD_001811,1,credit_card,4,949.23
ORD_001812,1,credit_card,5,566.31
ORD_001813,1,voucher,1,1498.16
ORD_001814,1,credit_card,10,93.01
ORD_001815,1,credit_card,1,405.01
ORD_001816,1,boleto,4,1054.32
ORD_001817,1,debit_card,5,1643.65
ORD_001818,1,credit_card,6,1001.99
ORD_001819,1,debit_card,3,634.09
ORD_001820,1,credit_card,6,807.33
ORD_001821,1,credit_card,5,221.02
ORD_001822,1,credit_card,3,1878.58
ORD_001823,1,credit_card,3,596.18
ORD_001824,1,credit_card,1,337.19
ORD_001825,1,debit_card,3,362.45
ORD_001826,1,credit_card,5,380.69
ORD_001827,1,credit_card,2,253.29
ORD_001828,1,credit_card,4,479.42
ORD_001829,1,credit_card,12,188.51
ORD_001830,1,credit_card,6,952.12
ORD_001831,1,debit_card,1,638.62
ORD_001832,1,credit_card,4,1691.14
ORD_001833,1,credit_card,5,956.34
ORD_001834,1,boleto,10,567.24
ORD_001835,1,credit_card,6,1087.0
ORD_001836,1,debit_card,4,112.0
ORD_001837,1,debit_card,1,426.93
ORD_001838,1,credit_card,6,1349.67
ORD_001839,1,debit_card,5,858.22
ORD_001840,1,boleto,2,876.3
ORD_001841,1,credit_card,2,1045.25
ORD_001842,1,credit_card,3,40.04
ORD_001843,1,boleto,1,546.76
ORD_001844,1,credit_card,2,1381.51
ORD_001845,1,credit_card,1,734.32
ORD_001846,1,credit_card,1,1119.04
ORD_001847,1,credit_card,1,914.4
ORD_001848,1,voucher,5,993.26
ORD_001849,1,credit_card,3,737.17
ORD_001850,1,credit_card,2,393.56
ORD_001851,1,credit_card,1,713.89
ORD_001852,1,boleto,1,399.35
ORD_001853,1,credit_card,4,61.79
ORD_001854,1,voucher,1,499.63
ORD_001855,1,voucher,1,467.55
ORD_001856,1,boleto,6,468.64
ORD_001857,1,credit_card,3,1057.27
ORD_001858,1,debit_card,1,1613.89
ORD_001859,1,debit_card,2,1302.02
ORD_001860,1,credit_card,4,1332.62
ORD_001861,1,credit_card,12,370.2
ORD_001862,1,credit_card,3,1013.38
ORD_001863,1,credit_card,3,707.79
ORD_001864,1,credit_card,2,920.25
ORD_001865,1,debit_card,2,670.54
ORD_001866,1,credit_card,1,1344.74
ORD_001867,1,voucher,1,1956.84
ORD_001868,1,credit_card,5,42.6
ORD_001869,1,credit_card,4,842.76
ORD_001870,1,voucher,1,163.08
ORD_001871,1,credit_card,3,739.54
ORD_001872,1,boleto,1,345.14
ORD_001873,1,credit_card,6,405.39
ORD_001874,1,credit_card,3,871.45
ORD_001875,1,boleto,4,258.16
ORD_001876,1,credit_card,1,712.1
ORD_001877,1,boleto,3,864.72
ORD_001878,1,boleto,1,1243.45
ORD_001879,1,credit_card,1,622.06
ORD_001880,1,credit_card,2,294.01
ORD_001881,1,credit_card,12,260.61
ORD_001882,1,credit_card,3,898.57
ORD_001883,1,credit_card,1,439.98
ORD_001884,1,voucher,1,1563.22
ORD_001885,1,voucher,6,474.67
ORD_001886,1,credit_card,5,412.2
ORD_001887,1,credit_card,1,1225.57
ORD_001888,1,credit_card,1,914.03
ORD_001889,1,voucher,1,633.77
ORD_001890,1,credit_card,1,1555.74
ORD_001891,1,debit_card,1,691.35
ORD_001892,1,credit_card,4,100.09
ORD_001893,1,debit_card,10,1430.16
ORD_001894,1,debit_card,2,1170.78
ORD_001895,1,credit_card,10,1187.82
ORD_001896,1,boleto,12,1504.38
ORD_001897,1,credit_card,1,1685.2
ORD_001898,1,credit_card,1,296.96
ORD_001899,1,debit_card,5,1074.24
ORD_001900,1,credit_card,1,957.26
ORD_001901,1,credit_card,1,523.11
ORD_001902,1,debit_card,3,192.22
ORD_001903,1,voucher,2,966.87
ORD_001904,1,credit_card,1,1316.9
ORD_001905,1,debit_card,1,553.33
ORD_001906,1,voucher,3,1028.46
ORD_001907,1,voucher,1,1440.56
ORD_001908,1,voucher,5,878.95
ORD_001909,1,credit_card,3,790.77
ORD_001910,1,credit_card,10,231.0
ORD_001911,1,credit_card,4,1205.15
ORD_001912,1,debit_card,5,887.86
ORD_001913,1,voucher,4,231.85
ORD_001914,1,debit_card,5,974.69
ORD_001915,1,boleto,6,528.25
ORD_001916,1,debit_card,10,478.72
ORD_001917,1,boleto,6,378.02
ORD_001918,1,credit_card,2,412.75
ORD_001919,1,debit_card,4,937.19
ORD_001920,1,voucher,6,382.41
ORD_001921,1,credit_card,6,657.63
ORD_001922,1,credit_card,1,757.37
ORD_001923,1,credit_card,6,604.27
ORD_001924,1,boleto,5,688.77
ORD_001925,1,credit_card,4,819.03
ORD_001926,1,credit_card,1,1688.86
ORD_001927,1,credit_card,1,239.97
ORD_001928,1,credit_card,10,667.74
ORD_001929,1,debit_card,4,204.97
ORD_001930,1,credit_card,3,353.56
ORD_001931,1,voucher,2,249.69
ORD_001932,1,credit_card,2,462.67
ORD_001933,1,credit_card,4,1052.38
ORD_001934,1,debit_card,4,1389.83
ORD_001935,1,voucher,3,465.04
ORD_001936,1,boleto,1,673.45
ORD_001937,1,credit_card,1,890.71
ORD_001938,1,voucher,1,96.53
ORD_001939,1,credit_card,4,290.54
ORD_001940,1,credit_card,4,462.98
ORD_001941,1,voucher,2,345.01
ORD_001942,1,credit_card,5,1024.03
ORD_001943,1,voucher,1,913.3
ORD_001944,1,credit_card,2,356.54
ORD_001945,1,voucher,2,1512.05
ORD_001946,1,voucher,3,411.19
ORD_001947,1,boleto,1,493.95
ORD_001948,1,credit_card,2,210.0
ORD_001949,1,credit_card,10,1584.24
ORD_001950,1,debit_card,3,379.12
ORD_001951,1,credit_card,2,114.26
ORD_001952,1,credit_card,5,819.24
ORD_001953,1,credit_card,1,658.71
ORD_001954,1,boleto,12,76.25
ORD_001955,1,credit_card,1,587.28
ORD_001956,1,voucher,1,779.46
ORD_001957,1,voucher,1,1435.47
ORD_001958,1,credit_card,3,387.68
ORD_001959,1,credit_card,3,740.74
ORD_001960,1,debit_card,1,342.11
ORD_001961,1,debit_card,2,1436.33
ORD_001962,1,debit_card,3,370.21
ORD_001963,1,credit_card,6,576.44
ORD_001964,1,credit_card,3,891.73
ORD_001965,1,credit_card,5,370.34
ORD_001966,1,credit_card,6,514.33
ORD_001967,1,credit_card,3,1088.65
ORD_001968,1,credit_card,1,507.33
ORD_001969,1,boleto,1,1185.18
ORD_001970,1,boleto,5,1416.06
ORD_001971,1,debit_card,6,103.59
ORD_001972,1,credit_card,4,138.29
ORD_001973,1,credit_card,4,784.8
ORD_001974,1,boleto,2,1081.48
ORD_001975,1,credit_card,5,1268.53
ORD_001976,1,debit_card,1,327.82
ORD_001977,1,credit_card,1,278.72
ORD_001978,1,credit_card,4,1435.56
ORD_001979,1,credit_card,2,321.49
ORD_001980,1,voucher,2,655.18
ORD_001981,1,debit_card,5,223.37
ORD_001982,1,boleto,1,397.2
ORD_001983,1,credit_card,3,892.83
ORD_001984,1,credit_card,10,1786.05
ORD_001985,1,voucher,2,456.99
ORD_001986,1,debit_card,2,249.64
ORD_001987,1,voucher,5,608.63
ORD_001988,1,boleto,1,1211.71
ORD_001989,1,credit_card,1,506.84
ORD_001990,1,debit_card,1,1294.6
ORD_001991,1,credit_card,3,1135.64
ORD_001992,1,credit_card,6,1012.68
ORD_001993,1,credit_card,1,602.6
ORD_001994,1,debit_card,1,461.41
ORD_001995,1,credit_card,1,1026.99
ORD_001996,1,voucher,1,363.73
ORD_001997,1,debit_card,1,279.76
ORD_001998,1,debit_card,3,756.6
ORD_001999,1,credit_card,4,1426.71
ORD_002000,1,voucher,1,638.49
ORD_002001,1,credit_card,1,868.95
ORD_002002,1,voucher,3,391.58
ORD_002003,1,voucher,1,378.85
ORD_002004,1,credit_card,2,266.8
ORD_002005,1,debit_card,2,948.71
ORD_002006,1,credit_card,1,791.62
ORD_002007,1,credit_card,1,1273.0
ORD_002008,1,credit_card,2,521.37
ORD_002009,1,voucher,2,541.05
ORD_002010,1,credit_card,4,913.01
ORD_002011,1,boleto,1,655.15
ORD_002012,1,voucher,5,1126.28
ORD_002013,1,debit_card,1,1655.96
ORD_002014,1,credit_card,5,1402.61
ORD_002015,1,credit_card,1,1603.23
ORD_002016,1,voucher,5,1032.68
ORD_002017,1,credit_card,4,572.3
ORD_002018,1,voucher,6,898.69
ORD_002019,1,debit_card,12,1801.14
ORD_002020,1,credit_card,5,762.87
ORD_002021,1,credit_card,5,1277.98
ORD_002022,1,credit_card,3,1268.99
ORD_002023,1,credit_card,2,538.63
ORD_002024,1,credit_card,10,352.07
ORD_002025,1,debit_card,1,1177.96
ORD_002026,1,credit_card,1,567.15
ORD_002027,1,voucher,6,1088.88
ORD_002028,1,credit_card,3,1380.78
ORD_002029,1,debit_card,10,1289.42
ORD_002030,1,credit_card,1,1564.62
ORD_002031,1,credit_card,10,491.65
ORD_002032,1,credit_card,6,1457.83
ORD_002033,1,voucher,1,1024.89
ORD_002034,1,voucher,3,682.93
ORD_002035,1,boleto,3,62.63
ORD_002036,1,credit_card,12,635.31
ORD_002037,1,debit_card,1,542.07
ORD_002038,1,boleto,6,399.25
ORD_002039,1,credit_card,5,1241.93
ORD_002040,1,debit_card,6,751.02
ORD_002041,1,voucher,6,647.81
ORD_002042,1,debit_card,2,1079.04
ORD_002043,1,credit_card,12,1085.03
ORD_002044,1,debit_card,12,323.12
ORD_002045,1,boleto,4,1149.68
ORD_002046,1,credit_card,5,28.23
ORD_002047,1,credit_card,10,846.28
ORD_002048,1,credit_card,3,1334.74
ORD_002049,1,credit_card,3,658.08
ORD_002050,1,voucher,1,929.49
ORD_002051,1,voucher,12,90.7
ORD_002052,1,credit_card,6,294.05
ORD_002053,1,credit_card,2,697.85
ORD_002054,1,debit_card,1,1206.25
ORD_002055,1,credit_card,3,189.93
ORD_002056,1,credit_card,2,776.39
ORD_002057,1,credit_card,12,1064.37
ORD_002058,1,boleto,2,1422.73
ORD_002059,1,credit_card,2,436.99
ORD_002060,1,voucher,2,405.27
ORD_002061,1,credit_card,2,601.11
ORD_002062,1,voucher,1,235.57
ORD_002063,1,voucher,1,720.46
ORD_002064,1,credit_card,6,1750.37
ORD_002065,1,credit_card,2,849.44
ORD_002066,1,boleto,1,1750.74
ORD_002067,1,credit_card,6,625.92
ORD_002068,1,voucher,3,1632.38
ORD_002069,1,credit_card,2,746.77
ORD_002070,1,debit_card,5,1117.28
ORD_002071,1,credit_card,1,184.92
ORD_002072,1,boleto,1,136.5
ORD_002073,1,boleto,12,414.4
ORD_002074,1,credit_card,12,902.93
ORD_002075,1,credit_card,4,1460.47
ORD_002076,1,credit_card,4,1074.62
ORD_002077,1,debit_card,5,652.67
ORD_002078,1,credit_card,2,1085.19
ORD_002079,1,boleto,2,339.61
ORD_002080,1,credit_card,6,176.82
ORD_002081,1,voucher,5,236.05
ORD_002082,1,boleto,2,903.42
ORD_002083,1,credit_card,10,1047.33
ORD_002084,1,boleto,2,26.26
ORD_002085,1,boleto,5,1352.75
ORD_002086,1,credit_card,2,1407.72
ORD_002087,1,credit_card,2,974.22
ORD_002088,1,credit_card,2,997.07
ORD_002089,1,credit_card,3,456.75
ORD_002090,1,credit_card,2,490.4
ORD_002091,1,debit_card,1,603.61
ORD_002092,1,boleto,6,1096.6
ORD_002093,1,debit_card,3,488.23
ORD_002094,1,credit_card,1,981.64
